031-Mass-&-Balance-final	1	7087.7
031-Mass-&-Balance-final	2	1919.1
031-Mass-&-Balance-final	3	1680.9
031-Mass-&-Balance-final	4	1919.1
031-Mass-&-Balance-final	5	7135.9
031-Mass-&-Balance-final	6	555.0
031-Mass-&-Balance-final	7	555.0
031-Mass-&-Balance-final	8	555.0
031-Mass-&-Balance-final	9	555.0
031-Mass-&-Balance-final	10	555.0
031-Mass-&-Balance-final	11	555.0
031-Mass-&-Balance-final	12	555.0
031-Mass-&-Balance-final	13	555.0
031-Mass-&-Balance-final	14	555.0
031-Mass-&-Balance-final	15	555.0
031-Mass-&-Balance-final	16	555.0
031-Mass-&-Balance-final	17	555.0
031-Mass-&-Balance-final	18	555.0
031-Mass-&-Balance-final	19	555.0
031-Mass-&-Balance-final	20	555.0
032-Performance-(A)	0	713.2
032-Performance-(A)	1	6485.0
032-Performance-(A)	2	1997.9
032-Performance-(A)	3	1997.9
032-Performance-(A)	4	1933.8
032-Performance-(A)	5	6565.1
032-Performance-(A)	6	506.9
032-Performance-(A)	7	506.9
032-Performance-(A)	8	506.9
032-Performance-(A)	9	506.9
032-Performance-(A)	10	506.9
032-Performance-(A)	11	506.9
032-Performance-(A)	12	506.9
032-Performance-(A)	13	506.9
032-Performance-(A)	14	506.9
032-Performance-(A)	15	506.9
032-Performance-(A)	16	506.9
032-Performance-(A)	17	506.9
032-Performance-(A)	18	506.9
032-Performance-(A)	19	506.9
032-Performance-(A)	20	506.9
033-Flight-Plng-&-Monit.	0	744.9
033-Flight-Plng-&-Monit.	1	7183.0
033-Flight-Plng-&-Monit.	2	1743.8
033-Flight-Plng-&-Monit.	3	1870.8
033-Flight-Plng-&-Monit.	4	1966.2
033-Flight-Plng-&-Monit.	5	7183.0
033-Flight-Plng-&-Monit.	6	539.1
033-Flight-Plng-&-Monit.	7	539.1
033-Flight-Plng-&-Monit.	8	539.1
033-Flight-Plng-&-Monit.	9	539.1
033-Flight-Plng-&-Monit.	10	539.1
033-Flight-Plng-&-Monit.	11	539.1
033-Flight-Plng-&-Monit.	12	539.1
033-Flight-Plng-&-Monit.	13	539.1
033-Flight-Plng-&-Monit.	14	539.1
033-Flight-Plng-&-Monit.	15	539.1
033-Flight-Plng-&-Monit.	16	539.1
033-Flight-Plng-&-Monit.	17	539.1
033-Flight-Plng-&-Monit.	18	539.1
033-Flight-Plng-&-Monit.	19	539.1
033-Flight-Plng-&-Monit.	20	539.1
034-Performance-(H)	0	697.8
034-Performance-(H)	1	6960.8
034-Performance-(H)	2	1792.1
034-Performance-(H)	3	1776.2
034-Performance-(H)	4	1680.9
034-Performance-(H)	5	6960.8
034-Performance-(H)	6	412.1
034-Performance-(H)	7	412.1
034-Performance-(H)	8	412.1
034-Performance-(H)	9	412.1
034-Performance-(H)	10	523.3
034-Performance-(H)	11	523.3
034-Performance-(H)	12	539.1
034-Performance-(H)	13	539.1
034-Performance-(H)	14	539.1
034-Performance-(H)	15	539.1
034-Performance-(H)	16	539.1
034-Performance-(H)	17	539.1
034-Performance-(H)	18	539.1
034-Performance-(H)	19	539.1
040 Human Performance	0	666.1
040 Human Performance	1	7056.0
040 Human Performance	2	1903.2
040 Human Performance	3	1759.7
040 Human Performance	4	1665.1
040 Human Performance	5	7056.0
040 Human Performance	6	539.1
040 Human Performance	7	476.2
040 Human Performance	8	506.9
040 Human Performance	9	571.0
040 Human Performance	10	617.9
040 Human Performance	11	682.0
040 Human Performance	12	555.0
040 Human Performance	13	506.9
040 Human Performance	14	459.8
040 Human Performance	15	555.0
040 Human Performance	16	490.9
040 Human Performance	17	444.0
040 Human Performance	18	523.3
040 Human Performance	19	523.3
040 Human Performance	20	523.3
050 Meteorology	0	476.2
050 Meteorology	1	6866.1
050 Meteorology	2	2077.2
050 Meteorology	3	1886.7
050 Meteorology	4	1870.8
050 Meteorology	5	6881.9
050 Meteorology	6	555.0
050 Meteorology	7	555.0
050 Meteorology	8	555.0
050 Meteorology	9	555.0
050 Meteorology	10	555.0
050 Meteorology	11	555.0
050 Meteorology	12	555.0
050 Meteorology	13	555.0
050 Meteorology	14	555.0
050 Meteorology	15	555.0
050 Meteorology	16	555.0
050 Meteorology	17	555.0
050 Meteorology	18	555.0
050 Meteorology	19	555.0
061 General Navigation	0	571.0
061 General Navigation	1	6787.3
061 General Navigation	2	1839.2
061 General Navigation	3	1759.7
061 General Navigation	4	1839.2
061 General Navigation	5	6787.3
061 General Navigation	6	459.8
061 General Navigation	7	571.0
061 General Navigation	8	571.0
061 General Navigation	9	571.0
061 General Navigation	10	571.0
061 General Navigation	11	571.0
061 General Navigation	12	396.3
061 General Navigation	13	396.3
061 General Navigation	14	396.3
061 General Navigation	15	396.3
061 General Navigation	16	396.3
061 General Navigation	17	396.3
061 General Navigation	18	396.3
061 General Navigation	19	650.3
062-Radio-Navigation	0	729.1
062-Radio-Navigation	1	7104.2
062-Radio-Navigation	2	1728.0
062-Radio-Navigation	3	1712.2
062-Radio-Navigation	4	1743.8
062-Radio-Navigation	5	7104.2
062-Radio-Navigation	6	490.9
062-Radio-Navigation	7	490.9
062-Radio-Navigation	8	490.9
062-Radio-Navigation	9	490.9
062-Radio-Navigation	10	490.9
062-Radio-Navigation	11	490.9
062-Radio-Navigation	12	490.9
062-Radio-Navigation	13	490.9
062-Radio-Navigation	14	490.9
062-Radio-Navigation	15	490.9
062-Radio-Navigation	16	490.9
062-Radio-Navigation	17	490.9
062-Radio-Navigation	18	490.9
062-Radio-Navigation	19	490.9
062-Radio-Navigation	20	490.9
070-Operational-Procedures	0	650.3
070-Operational-Procedures	1	7833.3
070-Operational-Procedures	2	1665.1
070-Operational-Procedures	3	1696.8
070-Operational-Procedures	4	1632.8
070-Operational-Procedures	5	7833.3
070-Operational-Procedures	6	602.1
070-Operational-Procedures	7	602.1
070-Operational-Procedures	8	602.1
070-Operational-Procedures	9	602.1
070-Operational-Procedures	10	602.1
070-Operational-Procedures	11	602.1
070-Operational-Procedures	12	506.9
070-Operational-Procedures	13	506.9
070-Operational-Procedures	14	506.9
070-Operational-Procedures	15	506.9
070-Operational-Procedures	16	506.9
070-Operational-Procedures	17	506.9
070-Operational-Procedures	18	506.9
070-Operational-Procedures	19	650.3
070-Operational-Procedures	20	506.9
081-POF-(A)	0	650.3
081-POF-(A)	1	8625.9
081-POF-(A)	2	1886.7
081-POF-(A)	3	1886.7
081-POF-(A)	4	1489.8
081-POF-(A)	5	8625.9
081-POF-(A)	6	412.1
081-POF-(A)	7	412.1
081-POF-(A)	8	412.1
081-POF-(A)	9	412.1
081-POF-(A)	10	571.0
081-POF-(A)	11	571.0
081-POF-(A)	12	444.0
081-POF-(A)	13	444.0
081-POF-(A)	14	444.0
081-POF-(A)	15	444.0
081-POF-(A)	16	444.0
081-POF-(A)	17	444.0
081-POF-(A)	18	444.0
081-POF-(A)	19	444.0
081-POF-(A)	20	444.0
082-POF-(H)	0	555.0
082-POF-(H)	1	6628.0
082-POF-(H)	2	1680.9
082-POF-(H)	3	1696.8
082-POF-(H)	4	1553.9
082-POF-(H)	5	6628.0
082-POF-(H)	6	412.1
082-POF-(H)	7	412.1
082-POF-(H)	8	412.1
082-POF-(H)	9	412.1
082-POF-(H)	10	523.3
082-POF-(H)	11	523.3
082-POF-(H)	12	444.0
082-POF-(H)	13	444.0
082-POF-(H)	14	444.0
082-POF-(H)	15	444.0
082-POF-(H)	16	444.0
082-POF-(H)	17	444.0
082-POF-(H)	18	444.0
082-POF-(H)	19	444.0
090 Communications	0	476.2
090 Communications	1	4804.7
090 Communications	2	1569.9
090 Communications	3	1569.9
090 Communications	4	1569.9
090 Communications	5	6168.2
090 Communications	6	459.8
090 Communications	7	459.8
090 Communications	8	459.8
090 Communications	9	459.8
090 Communications	10	459.8
090 Communications	11	459.8
090 Communications	12	459.8
090 Communications	13	459.8
090 Communications	14	459.8
090 Communications	15	459.8
090 Communications	16	459.8
090 Communications	17	459.8
090 Communications	18	459.8
090 Communications	19	459.8
090 Communications	20	459.8
